job_title,employee_residence,experience_level,employment_type,salary_in_usd
Machine Learning Engineer,US,SE,FT,194000
Machine Learning Engineer,US,SE,FT,355000
Machine Learning Engineer,US,SE,FT,194000
Machine Learning Engineer,US,SE,FT,337250
Machine Learning Engineer,US,SE,FT,184300
Machine Learning Engineer,US,MI,FT,194750
Machine Learning Engineer,US,MI,FT,129960
Machine Learning Engineer,US,MI,FT,205000
Machine Learning Engineer,US,MI,FT,136800
Machine Learning Engineer,US,MI,FT,266000
Machine Learning Engineer,US,MI,FT,175750
Machine Learning Engineer,US,SE,FT,250000
Machine Learning Engineer,US,SE,FT,145000
Machine Learning Engineer,US,SE,FT,194750
Machine Learning Engineer,US,SE,FT,129200
Machine Learning Engineer,US,SE,FT,205000
Machine Learning Engineer,US,SE,FT,136800
Machine Learning Engineer,US,SE,FT,266000
Machine Learning Engineer,US,SE,FT,175750
Research Engineer,US,SE,FT,337250
Research Engineer,US,SE,FT,184300
Machine Learning Engineer,US,MI,FT,237500
Machine Learning Engineer,US,MI,FT,137750
Machine Learning Engineer,US,SE,FT,280000
Machine Learning Engineer,US,SE,FT,187040
Machine Learning Engineer,US,MI,FT,205000
Machine Learning Engineer,US,MI,FT,136800
Machine Learning Engineer,US,SE,FT,355000
Machine Learning Engineer,US,SE,FT,194000
Machine Learning Engineer,US,SE,FT,410000
Machine Learning Engineer,US,SE,FT,224000
Machine Learning Engineer,US,MI,FT,280000
Machine Learning Engineer,US,MI,FT,185000
Machine Learning Engineer,US,SE,FT,280000
Machine Learning Engineer,US,SE,FT,187040
Machine Learning Engineer,US,SE,FT,266000
Machine Learning Engineer,US,SE,FT,177688
Machine Learning Engineer,US,SE,FT,205000
Machine Learning Engineer,US,SE,FT,136000
Research Engineer,US,MI,FT,237500
Research Engineer,US,MI,FT,137750
Machine Learning Engineer,US,MI,FT,237500
Machine Learning Engineer,US,MI,FT,137750
Machine Learning Engineer,US,SE,FT,280000
Machine Learning Engineer,US,SE,FT,187040
Software Engineer,US,SE,FT,355000
Software Engineer,US,SE,FT,194000
Machine Learning Engineer,US,SE,FT,266000
Machine Learning Engineer,US,SE,FT,177688
Machine Learning Engineer,US,SE,FT,266000
Machine Learning Engineer,US,SE,FT,177688
Machine Learning Engineer,US,MI,FT,194750
Machine Learning Engineer,US,MI,FT,129960
Machine Learning Engineer,US,MI,FT,250000
Machine Learning Engineer,US,MI,FT,145000
Machine Learning Engineer,US,SE,FT,355000
Machine Learning Engineer,US,SE,FT,194000
Machine Learning Engineer,US,SE,FT,340100
Machine Learning Engineer,US,SE,FT,199500
Software Engineer,US,SE,FT,358000
Software Engineer,US,SE,FT,210000
Machine Learning Engineer,US,MI,FT,250000
Machine Learning Engineer,US,MI,FT,145000
Machine Learning Engineer,US,SE,FT,280000
Machine Learning Engineer,US,SE,FT,187040
Machine Learning Engineer,US,SE,FT,337250
Machine Learning Engineer,US,SE,FT,184300
Machine Learning Engineer,US,SE,FT,410000
Machine Learning Engineer,US,SE,FT,224000
Machine Learning Engineer,US,MI,FT,250000
Machine Learning Engineer,US,MI,FT,145000
Software Engineer,US,SE,FT,237500
Software Engineer,US,SE,FT,137750
Machine Learning Engineer,US,SE,FT,237500
Machine Learning Engineer,US,SE,FT,137750
Machine Learning Engineer,US,SE,FT,237500
Machine Learning Engineer,US,SE,FT,137750
Machine Learning Engineer,US,SE,FT,266000
Machine Learning Engineer,US,SE,FT,175750
Machine Learning Engineer,US,SE,FT,359720
Machine Learning Engineer,US,SE,FT,136800
Machine Learning Engineer,US,SE,FT,237500
Machine Learning Engineer,US,SE,FT,137750
Machine Learning Engineer,US,SE,FT,250000
Machine Learning Engineer,US,SE,FT,145000
Machine Learning Engineer,US,SE,FT,266000
Machine Learning Engineer,US,SE,FT,177688
Machine Learning Engineer,US,SE,FT,341700
Machine Learning Engineer,US,SE,FT,177688
Machine Learning Engineer,US,SE,FT,194750
Machine Learning Engineer,US,SE,FT,129200
Machine Learning Engineer,US,SE,FT,221760
Machine Learning Engineer,US,SE,FT,126000
Machine Learning Engineer,US,SE,FT,280000
Machine Learning Engineer,US,SE,FT,187040
Machine Learning Engineer,US,EN,FT,194750
Machine Learning Engineer,US,EN,FT,129200
Machine Learning Engineer,US,SE,FT,358000
Machine Learning Engineer,US,SE,FT,210000
Machine Learning Engineer,US,SE,FT,337250
Machine Learning Engineer,US,SE,FT,184300
Machine Learning Engineer,US,SE,FT,280000
Machine Learning Engineer,US,SE,FT,136800
Machine Learning Engineer,US,SE,FT,410000
Machine Learning Engineer,US,SE,FT,224000
Machine Learning Engineer,US,SE,FT,410000
Machine Learning Engineer,US,SE,FT,224000
Machine Learning Engineer,US,SE,FT,337250
Machine Learning Engineer,US,SE,FT,184300
Machine Learning Engineer,US,SE,FT,237500
Machine Learning Engineer,US,SE,FT,137750
Machine Learning Engineer,US,MI,FT,194750
Machine Learning Engineer,US,MI,FT,129200
Machine Learning Engineer,US,SE,FT,337250
Machine Learning Engineer,US,SE,FT,184300
Machine Learning Engineer,US,SE,FT,337280
Machine Learning Engineer,US,SE,FT,172000
Machine Learning Engineer,US,SE,FT,337250
Machine Learning Engineer,US,SE,FT,184300
Machine Learning Engineer,US,SE,FT,237500
Machine Learning Engineer,US,SE,FT,137750
Machine Learning Engineer,US,SE,FT,304704
Machine Learning Engineer,US,SE,FT,166400
Machine Learning Engineer,US,MI,FT,355000
Machine Learning Engineer,US,MI,FT,145000
Machine Learning Engineer,US,SE,FT,355000
Machine Learning Engineer,US,SE,FT,145000
Machine Learning Engineer,US,MI,FT,205000
Machine Learning Engineer,US,MI,FT,136800
Machine Learning Engineer,US,SE,FT,266000
Machine Learning Engineer,US,SE,FT,175750
Machine Learning Engineer,US,EN,FT,219100
Machine Learning Engineer,US,EN,FT,118500
Software Engineer,US,SE,FT,250000
Software Engineer,US,SE,FT,145000
Research Scientist,US,MI,FT,410000
Research Scientist,US,MI,FT,194000
Data Scientist,US,SE,FT,329333
Data Scientist,US,SE,FT,176355
Data Scientist,US,MI,FT,296000
Data Scientist,US,MI,FT,153000
Data Scientist,US,SE,FT,236800
Data Scientist,US,SE,FT,132889
Data Scientist,US,SE,FT,296000
Data Scientist,US,SE,FT,153000
Data Scientist,US,MI,FT,296000
Data Scientist,US,MI,FT,153000
Data Scientist,US,SE,FT,296000
Data Scientist,US,SE,FT,153000
Data Scientist,US,SE,FT,281000
Data Scientist,US,SE,FT,145000
Data Scientist,US,MI,FT,296000
Data Scientist,US,MI,FT,153000
Data Scientist,US,SE,FT,281000
Data Scientist,US,SE,FT,145000
Data Scientist,US,MI,FT,179075
Data Scientist,US,MI,FT,123500
Data Scientist,US,SE,FT,296000
Data Scientist,US,SE,FT,153000
Data Scientist,US,MI,FT,237500
Data Scientist,US,MI,FT,137750
Data Scientist,US,MI,FT,296000
Data Scientist,US,MI,FT,153000
Data Scientist,US,MI,FT,281000
Data Scientist,US,MI,FT,145000
Data Scientist,US,MI,FT,240000
Data Scientist,US,MI,FT,130000
Data Scientist,US,MI,FT,332000
Data Scientist,US,MI,FT,153000
Data Scientist,US,MI,FT,312444
Data Scientist,US,MI,FT,144000
Data Scientist,US,SE,FT,329333
Data Scientist,US,SE,FT,176356
Data Scientist,US,SE,FT,228000
Data Scientist,US,SE,FT,156750
Data Scientist,US,SE,FT,240000
Data Scientist,US,SE,FT,144000
Data Scientist,US,SE,FT,312866
Data Scientist,US,SE,FT,167537
Data Scientist,US,MI,FT,240000
Data Scientist,US,MI,FT,144000
Data Scientist,US,MI,FT,240000
Data Scientist,US,MI,FT,114000
Data Scientist,US,SE,FT,240000
Data Scientist,US,SE,FT,144000
Data Scientist,US,MI,FT,395000
Data Scientist,US,MI,FT,201000
Data Scientist,US,SE,FT,330000
Data Scientist,US,SE,FT,190000
Data Scientist,US,SE,FT,228000
Data Scientist,US,SE,FT,136800
Data Scientist,US,SE,FT,312866
Data Scientist,US,SE,FT,167537
Data Scientist,US,SE,FT,329333
Data Scientist,US,SE,FT,144000
Data Scientist,US,SE,FT,395000
Data Scientist,US,SE,FT,201000
Data Scientist,US,SE,FT,316000
Data Scientist,US,SE,FT,129000
Data Scientist,US,MI,FT,240000
Data Scientist,US,MI,FT,144000
Data Scientist,US,SE,FT,275000
Data Scientist,US,SE,FT,160000
Data Scientist,US,SE,FT,395280
Data Scientist,US,SE,FT,201000
Data Scientist,US,SE,FT,227700
Data Scientist,US,SE,FT,151800
Data Scientist,US,SE,FT,265200
Data Scientist,US,SE,FT,176800
Research Scientist,US,MI,FT,337250
Research Scientist,US,MI,FT,184300
Research Engineer,US,EN,FT,337250
Research Engineer,US,EN,FT,137750
Software Engineer,US,EN,FT,337250
Software Engineer,US,EN,FT,137750
Software Engineer,US,EN,FT,337250
Software Engineer,US,EN,FT,137750
Software Engineer,US,EN,FT,355000
Software Engineer,US,EN,FT,145000
Applied Scientist,US,MI,FT,290000
Applied Scientist,US,MI,FT,144000
Data Analyst,US,EN,FT,177777
Data Analyst,US,EN,FT,86555
Data Analyst,US,EN,FT,220611
Data Analyst,US,EN,FT,82227
Data Analyst,US,EN,FT,220611
Data Analyst,US,EN,FT,101080
Data Analyst,US,SE,FT,106260
Data Analyst,US,SE,FT,82000
Data Analyst,US,SE,FT,153900
Data Analyst,US,SE,FT,85500
Data Analyst,US,SE,FT,153900
Data Analyst,US,SE,FT,85500
Software Engineer,US,SE,FT,338560
Software Engineer,US,SE,FT,126000
Software Engineer,US,SE,FT,338560
Software Engineer,US,SE,FT,126000
Software Engineer,US,MI,FT,250000
Software Engineer,US,MI,FT,145000
Software Engineer,US,SE,FT,355000
Software Engineer,US,SE,FT,194000
Software Engineer,US,SE,FT,355000
Software Engineer,US,SE,FT,194000
Software Engineer,US,SE,FT,410000
Software Engineer,US,SE,FT,194000
Software Engineer,US,SE,FT,337250
Software Engineer,US,SE,FT,184300
Software Engineer,US,MI,FT,237500
Software Engineer,US,MI,FT,137750
Software Engineer,US,SE,FT,337250
Software Engineer,US,SE,FT,184300
Software Engineer,US,SE,FT,280000
Software Engineer,US,SE,FT,136800
Software Engineer,US,MI,FT,250000
Software Engineer,US,MI,FT,145000
Software Engineer,US,SE,FT,280000
Software Engineer,US,SE,FT,187040
Software Engineer,US,SE,FT,280000
Software Engineer,US,SE,FT,187040
Software Engineer,US,SE,FT,280000
Software Engineer,US,SE,FT,187040
Software Engineer,US,SE,FT,266000
Software Engineer,US,SE,FT,175750
Software Engineer,US,SE,FT,266000
Software Engineer,US,SE,FT,175750
Software Engineer,US,SE,FT,355000
Software Engineer,US,SE,FT,145000
Software Engineer,US,MI,FT,504000
Software Engineer,US,MI,FT,194000
Research Scientist,US,SE,FT,280000
Research Scientist,US,SE,FT,185000
Research Scientist,US,SE,FT,266000
Research Scientist,US,SE,FT,175750
Data Architect,US,SE,FT,231500
Data Architect,US,SE,FT,128500
Data Scientist,US,MI,FT,93060
Data Scientist,US,MI,FT,66560
Data Scientist,US,SE,FT,200500
Data Scientist,US,SE,FT,94600
Data Scientist,US,SE,FT,264200
Data Scientist,US,SE,FT,143100
Data Scientist,US,SE,FT,148750
Data Scientist,US,SE,FT,115000
Data Scientist,US,MI,FT,200000
Data Scientist,US,MI,FT,140000
Data Scientist,US,MI,FT,220000
Data Scientist,US,MI,FT,165000
Data Scientist,US,MI,FT,200000
Data Scientist,US,MI,FT,140000
Research Scientist,US,MI,FT,173000
Research Scientist,US,MI,FT,117000
Data Engineer,US,SE,FT,136032
Data Engineer,US,SE,FT,85280
Data Engineer,US,SE,FT,188640
Data Engineer,US,SE,FT,125760
Data Engineer,US,SE,FT,199870
Data Engineer,US,SE,FT,136038
Data Engineer,US,MI,FT,165300
Data Engineer,US,MI,FT,78700
Applied Scientist,US,SE,FT,294000
Applied Scientist,US,SE,FT,137600
Applied Scientist,US,SE,FT,294000
Applied Scientist,US,SE,FT,137600
Applied Scientist,CA,EN,FT,270000
Applied Scientist,CA,EN,FT,124038
Data Analyst,US,MI,FT,81650
Data Analyst,US,MI,FT,51100
Data Analyst,US,EN,FT,98153
Data Analyst,US,EN,FT,57737
Software Engineer,US,SE,FT,239000
Software Engineer,US,SE,FT,161000
Software Engineer,US,SE,FT,200000
Software Engineer,US,SE,FT,136000
Data Manager,GB,MI,FT,75000
Data Manager,GB,MI,FT,71250
Data Manager,GB,SE,FT,74276
Data Manager,GB,SE,FT,60437
Data Specialist,US,MI,FT,86000
Data Specialist,US,MI,FT,80000
Software Engineer,US,SE,FT,282200
Software Engineer,US,SE,FT,133600
Research Scientist,US,SE,FT,250200
Research Scientist,US,SE,FT,117200
Data Scientist,US,EN,FT,208800
Data Scientist,US,EN,FT,98300
Business Intelligence,US,MI,FT,156000
Business Intelligence,US,MI,FT,97000
Software Engineer,US,SE,FT,223500
Software Engineer,US,SE,FT,94200
Software Engineer,US,SE,FT,223500
Software Engineer,US,SE,FT,94200
Software Engineer,US,SE,FT,250200
Software Engineer,US,SE,FT,117200
Software Engineer,US,SE,FT,150000
Software Engineer,US,SE,FT,106800
Data Analyst,US,SE,FT,172000
Data Analyst,US,SE,FT,75600
Data Engineer,US,SE,FT,160600
Data Engineer,US,SE,FT,80109
Data Engineer,US,EN,FT,175100
Data Engineer,US,EN,FT,72100
Data Engineer,US,SE,FT,206000
Data Engineer,US,SE,FT,106605
Data Engineer,US,SE,FT,164839
Data Engineer,US,SE,FT,128544
Data Engineer,US,SE,FT,188500
Data Engineer,US,SE,FT,165100
Data Engineer,US,EX,FT,332000
Data Engineer,US,EX,FT,200500
Data Engineer,US,MI,FT,137500
Data Engineer,US,MI,FT,86000
AI Engineer,US,SE,FT,250000
AI Engineer,US,SE,FT,110100
AI Engineer,US,SE,FT,220000
AI Engineer,US,SE,FT,96600
Data Scientist,US,EN,FT,172000
Data Scientist,US,EN,FT,75600
Data Scientist,US,SE,FT,283800
Data Scientist,US,SE,FT,234700
Data Scientist,US,SE,FT,219000
Data Scientist,US,SE,FT,131000
Data Scientist,US,MI,FT,172000
Data Scientist,US,MI,FT,75600
Data Scientist,US,EN,FT,172000
Data Scientist,US,EN,FT,75600
Data Scientist,US,MI,FT,220000
Data Scientist,US,MI,FT,96600
Data Scientist,US,SE,FT,172000
Data Scientist,US,SE,FT,75600
Machine Learning Engineer,US,MI,FT,220000
Machine Learning Engineer,US,MI,FT,96600
Data Engineer,US,MI,FT,137000
Data Engineer,US,MI,FT,60300
Research Analyst,US,EN,FT,137000
Research Analyst,US,EN,FT,60400
Research Analyst,US,EN,FT,113000
Research Analyst,US,EN,FT,90000
Applied Scientist,US,SE,FT,212800
Applied Scientist,US,SE,FT,129400
Data Engineer,US,SE,FT,165000
Data Engineer,US,SE,FT,118800
Data Engineer,US,SE,FT,240500
Data Engineer,US,SE,FT,139100
Data Engineer,US,SE,FT,233000
Data Engineer,US,SE,FT,137000
Data Engineer,US,SE,FT,225000
Data Engineer,US,SE,FT,150000
Data Engineer,US,MI,FT,205600
Data Engineer,US,MI,FT,118900
Data Engineer,US,MI,FT,175000
Data Engineer,US,MI,FT,119000
Data Engineer,US,SE,FT,110000
Data Engineer,US,SE,FT,110000
Data Architect,US,SE,FT,162000
Data Architect,US,SE,FT,135000
Data Scientist,US,SE,FT,289400
Data Scientist,US,SE,FT,206700
Data Scientist,US,MI,FT,164000
Data Scientist,US,MI,FT,147000
Data Scientist,US,SE,FT,240000
Data Scientist,US,SE,FT,170000
Data Scientist,US,SE,FT,240000
Data Scientist,US,SE,FT,170000
Data Scientist,US,SE,FT,185000
Data Scientist,US,SE,FT,123000
Data Scientist,US,SE,FT,223000
Data Scientist,US,SE,FT,160000
Data Scientist,US,SE,FT,223000
Data Scientist,US,SE,FT,160000
Data Scientist,US,SE,FT,202950
Data Scientist,US,SE,FT,135300
Machine Learning Engineer,US,SE,FT,225000
Machine Learning Engineer,US,SE,FT,190000
Machine Learning Engineer,US,MI,FT,110000
Machine Learning Engineer,US,MI,FT,80000
Software Engineer,US,MI,FT,200214
Software Engineer,US,MI,FT,133476
Machine Learning Engineer,US,SE,FT,245400
Machine Learning Engineer,US,SE,FT,139000
Software Engineer,US,MI,FT,240000
Software Engineer,US,MI,FT,160000
Software Engineer,US,SE,FT,261500
Software Engineer,US,SE,FT,151300
Software Engineer,US,SE,FT,254000
Software Engineer,US,SE,FT,200000
Software Engineer,US,MI,FT,170000
Software Engineer,US,MI,FT,120000
Data Analyst,US,SE,FT,202800
Data Analyst,US,SE,FT,108200
Data Analyst,US,SE,FT,202800
Data Analyst,US,SE,FT,108200
Data Analyst,US,SE,FT,202800
Data Analyst,US,SE,FT,108200
Data Analyst,US,EN,FT,140000
Data Analyst,US,EN,FT,104000
Data Analyst,US,SE,FT,174700
Data Analyst,US,SE,FT,145600
Data Analyst,US,MI,FT,167500
Data Analyst,US,MI,FT,89400
Data Analyst,US,EN,FT,118750
Data Analyst,US,EN,FT,95000
Data Analyst,US,EN,FT,153500
Data Analyst,US,EN,FT,92250
Data Analyst,CA,EN,FT,102000
Data Analyst,CA,EN,FT,68000
Data Analyst,US,SE,FT,135000
Data Analyst,US,SE,FT,110000
Software Engineer,US,SE,FT,196900
Software Engineer,US,SE,FT,143200
Software Engineer,US,MI,FT,160000
Software Engineer,US,MI,FT,125000
Software Engineer,US,SE,FT,225600
Software Engineer,US,SE,FT,188000
Software Engineer,US,MI,FT,224500
Software Engineer,US,MI,FT,109350
Software Engineer,US,MI,FT,258000
Software Engineer,US,MI,FT,119700
Software Engineer,US,SE,FT,239000
Software Engineer,US,SE,FT,161000
Machine Learning Engineer,US,SE,FT,312200
Machine Learning Engineer,US,SE,FT,175800
Machine Learning Engineer,US,SE,FT,296300
Machine Learning Engineer,US,SE,FT,166600
Machine Learning Engineer,US,SE,FT,312200
Machine Learning Engineer,US,SE,FT,175800
Research Engineer,US,EN,FT,264200
Research Engineer,US,EN,FT,143100
Data Scientist,US,MI,FT,82000
Data Scientist,US,MI,FT,51000
Data Scientist,US,SE,FT,250600
Data Scientist,US,SE,FT,135400
Research Engineer,US,SE,FT,312200
Research Engineer,US,SE,FT,207800
Applied Scientist,US,EN,FT,174600
Applied Scientist,US,EN,FT,81900
Applied Scientist,US,SE,FT,294000
Applied Scientist,US,SE,FT,137600
Applied Scientist,US,MI,FT,208800
Applied Scientist,US,MI,FT,98300
Data Analyst,US,EN,FT,82000
Data Analyst,US,EN,FT,64000
Data Analyst,US,EN,FT,88200
Data Analyst,US,EN,FT,61700
Data Analyst,US,SE,FT,122246
Data Analyst,US,SE,FT,88907
Research Engineer,US,MI,FT,264200
Research Engineer,US,MI,FT,143100
Business Intelligence,US,MI,FT,72500
Business Intelligence,US,MI,FT,66990
Data Engineer,US,SE,FT,226000
Data Engineer,US,SE,FT,125000
Data Engineer,US,SE,FT,188000
Data Engineer,US,SE,FT,112000
Data Engineer,US,SE,FT,312200
Data Engineer,US,SE,FT,175800
Data Engineer,US,MI,FT,135000
Data Engineer,US,MI,FT,113000
Data Engineer,US,SE,FT,216000
Data Engineer,US,SE,FT,135000
Data Engineer,US,EN,FT,106000
Data Engineer,US,EN,FT,66000
Data Engineer,US,SE,FT,248094
Data Engineer,US,SE,FT,100192
Data Architect,GB,SE,FT,137500
Data Architect,GB,SE,FT,100000
Software Engineer,US,SE,FT,337000
Software Engineer,US,SE,FT,237000
Software Engineer,US,SE,FT,264200
Software Engineer,US,SE,FT,143100
Research Engineer,US,SE,FT,312200
Research Engineer,US,SE,FT,175800
Software Engineer,US,MI,FT,208800
Software Engineer,US,MI,FT,98300
Software Engineer,US,SE,FT,220000
Software Engineer,US,SE,FT,169229
Research Scientist,US,MI,FT,284000
Research Scientist,US,MI,FT,189000
Software Engineer,US,SE,FT,228000
Software Engineer,US,SE,FT,129000
Business Intelligence Engineer,US,SE,FT,108500
Business Intelligence Engineer,US,SE,FT,78800
Business Intelligence Engineer,US,MI,FT,89500
Business Intelligence Engineer,US,MI,FT,65000
Data Engineer,US,MI,FT,172000
Data Engineer,US,MI,FT,75600
Data Engineer,US,SE,FT,203000
Data Engineer,US,SE,FT,125000
Data Engineer,US,SE,FT,161000
Data Engineer,US,SE,FT,119000
Data Engineer,US,EX,FT,281800
Data Engineer,US,EX,FT,233100
Data Engineer,US,SE,FT,172000
Data Engineer,US,SE,FT,75600
AI Engineer,US,SE,FT,220000
AI Engineer,US,SE,FT,96600
AI Engineer,US,SE,FT,121400
AI Engineer,US,SE,FT,121400
Data Analyst,US,MI,FT,101500
Data Analyst,US,MI,FT,60900
Data Analyst,US,EN,FT,140000
Data Analyst,US,EN,FT,105000
Data Analyst,US,MI,FT,163000
Data Analyst,US,MI,FT,77000
Data Analyst,US,EN,FT,170500
Data Analyst,US,EN,FT,89000
Data Analyst,US,SE,FT,79280
Data Analyst,US,SE,FT,79280
Data Manager,US,MI,FT,98500
Data Manager,US,MI,FT,71500
Machine Learning Engineer,US,MI,FT,303000
Machine Learning Engineer,US,MI,FT,172000
Machine Learning Engineer,US,SE,FT,333000
Machine Learning Engineer,US,SE,FT,189000
Machine Learning Engineer,US,MI,FT,252000
Machine Learning Engineer,US,MI,FT,143000
Machine Learning Engineer,US,SE,FT,188500
